UREBLOCK SA DE CV,20.564370967741933,Unnamed: 2,Unnamed: 3,18,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,20.459935714285706,Unnamed: 11,Unnamed: 12,18.1,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,20.374246666666668,Unnamed: 20,Unnamed: 21,18.2,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,T1,Unnamed: 29,Unnamed: 30,20.098163333333336,Unnamed: 32,Unnamed: 33,18.3,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,19.46746774193548,Unnamed: 41,Unnamed: 42,18.4,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,19.07029,Unnamed: 50,Unnamed: 51,19,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,T2,Unnamed: 59,Unnamed: 60,18.68416129032258,Unnamed: 62,Unnamed: 63,19.1,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,18.72754193548387,Unnamed: 71,Unnamed: 72,19.2,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,18.525080000000003,Unnamed: 80,Unnamed: 81,19.3,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,T3,Unnamed: 89,Unnamed: 90,18.4134709677419,Unnamed: 92,Unnamed: 93,19.4,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,20.29187,Unnamed: 101,Unnamed: 102,19.5,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,20.26635333333333,Unnamed: 110,Unnamed: 111,19.6,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,T4,Unnamed: 119,Unnamed: 120,,Unnamed: 122,Unnamed: 123,17.999998826176505,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133
COMBUSTIBLE,0,0,,0,0,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,0,,,,,,
HERRAMIENTAS Y EQ MENORES,11992.84,0.0011719704710785896,,0,0,,11992.84,,,6144.49,0,,,,,6144.49,,,2067.34,0,,,,,2067.34,,,20204.67,0,,1692.36,0,,,,,1692.36,,,251672.25,0.02509403851271215,,,,,251672.25,,,21971.61,0.002033110525467047,,,,,21971.61,,,275336.22,0.008943473106251813,,23262.92,0.0017371554520875237,,,,,23262.92,,,0,0,,,,,0,,,10594.38,0,,,,,10594.38,,,33857.299999999996,0,,274.49,0,,,,,274.49,,,,,,,,,,,,,,,,,,,,,274.49,0,,329672.68,0.0030621832666200112,,0,0,,329672.68,,,,,,
EQ PROTECCION Y SEGURIDAD,0,0,,0,0,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,0,,,,,,
MAQUILA,0,0,,0,0,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,0,,,,,,
DIVERSOS,0,0,,0,0,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,0,,,,,,
RECOLECCION DE BASURA ,0,0,,0,0,,0,,,0,0,,,,,0,,,18476.07,0.0017739631446016518,,,,,18476.07,,,18476.07,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0,,18476.07,0,,0,0,,18476.07,,,,,,
ARRENDAMIENTO DE EQUIPOS,0,0,,0,0,,0,,,0,0,,,,,0,,,50505.7,0.004849259089855561,,,,,50505.7,,,50505.7,0.0016236738926138244,,24794.56,0.0024918615332945836,,,,,24794.56,,,12196.69,0.0012161221930014577,,,,,12196.69,,,11931.13,0.0011040295173506015,,,,,11931.13,,,48922.380000000005,0.0015890971039837463,,11698.63,0,,,,,11698.63,,,11647.06,0.0011528665356597863,,,,,11647.06,,,11493.25,0.0010314516539249746,,,,,11493.25,,,34838.939999999995,0.0010058338655219619,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0,,134267.02000000002,0.0012471467817804448,,0,0,,134267.02000000002,,,,,,
GASTOS DE FABRICACION,1453227.5200000003,0.142013046217474,,0,0,,1453227.5200000003,,,1410310.98,0.13485963454643177,,,,,1410310.98,,,1479999.4300000004,0.1421008062240213,,,,,1479999.4300000004,,,4343537.930000001,0.13963748920456293,,1465941.9600000002,0.14732765494392588,,,,,1465941.9600000002,,,1872610.9600000002,0.1867165392671098,,,,,1872610.9600000002,,,1472092.6300000001,0.13621792033062063,,,,,1472092.6300000001,,,4810645.550000001,0.15625942384236616,,1416056.2499999998,0.10574381183231138,,,,,1416056.2499999998,,,1451793.61,0.14370358439414882,,,,,1451793.61,,,1460947.0999999999,0.13111141779669763,,,,,1460947.0999999999,,,4328796.96,0.12497655150634657,,2031688.0799999998,0.18253515328552417,,,,,2031688.0799999998,,,,,,,,,,,,,,,,,,,,,2031688.0799999998,0.18253515328552417,,15514668.52,0.1441088728647465,,0,0,,15514668.52,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COSTO DE VENTAS DIRECTO,12051187.550000003,1.1776723403322262,,3796701.1007580822,0.6610391199685536,,8254486.449241921,0.5166332203636727,,10846703.460000003,1.0372056130833764,,,,,10846703.460000003,,,11079187.92,1.0637582041091982,,,,,11079187.92,,,33977078.93000001,1.0923063338577679,,11107510.67,1.1163085196604474,,,,,11107510.67,,,11850703.650000008,1.1816241711028475,,,,,11850703.650000008,,,12067477.950000001,1.116646273804537,,,,,12067477.950000001,,,35025692.27000001,1.1377047917800178,,13322277.97,0.9948393327153688,,,,,13322277.97,,,10452858.990000002,1.0346603633484808,,,,,10452858.990000002,,,11450155.859999998,1.027584208078284,,,,,11450155.859999998,,,35225292.82,1.0169882447997445,,11580541.809999993,1.0404431640991714,,,,,11580541.809999993,,,,,,,,,,,,,,,,,,,,,11580541.809999993,1.0404431640991714,,115808605.83,1.0756947615532433,,3796701.1007580822,0.6610391199685536,,112011904.72924192,0.4146556415846897,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARGEN DE BRUTO,-1818131.0900000054,-0.1776723403322262,,1946833.56469212,0.3389608800314465,,-3764964.6546921264,-0.5166332203636727,,-389082.2099999953,-0.037205613083376395,,,,,-389082.2099999953,,,-664050.4600000344,-0.06375820410919825,,,,,-664050.4600000344,,,-2871263.760000035,-0.09230633385776779,,-1157294.8699999955,-0.11630851966044746,,,,,-1157294.8699999955,,,-1821538.7600000277,-0.18162417110284756,,,,,-1821538.7600000277,,,-1260583.919999998,-0.11664627380453713,,,,,-1260583.919999998,,,-4239417.550000021,-0.1377047917800177,,69108.48999997415,0.005160667284631129,,,,,69108.48999997415,,,-350163.1099999994,-0.03466036334848074,,,,,-350163.1099999994,,,-307365.05999998935,-0.027584208078284045,,,,,-307365.05999998935,,,-588419.6800000146,-0.016988244799744496,,-450148.32999998704,-0.04044316409917134,,,,,-450148.32999998704,,,,,,,,,,,,,,,,,,,,,-450148.32999998704,-0.04044316409917134,,-8149249.320000052,-0.07569476155324326,,1946833.56469212,0.3389608800314465,,-10096082.884692177,-0.4146556415846897,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GASTOS DE ADMINISTRACION:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LABOR INDIRECTA,33017.409999999996,0.003226544300724009,,0,0,,33017.409999999996,,,33062.13,0.00316153446463745,,,,,33062.13,,,32713.42,0.0031409494234366166,,,,,32713.42,,,98792.95999999999,0.003176028644807256,,35345.57,0.0035522415503792372,,,,,35345.57,,,36447.229999999996,0.003634124116988176,,,,,36447.229999999996,,,37014.1,0.003425045151479105,,,,,37014.1,,,108806.9,0.0035342665194017355,,36836,0.002750723392983169,,,,,36836,,,19503.09,0.001930483727478095,,,,,19503.09,,,0,0,,,,,0,,,56339.09,0.0016265639733783436,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0,,263938.95,0.0024516118111432704,,0,0,,263938.95,,,,,,
MANTENIMIENTO INSTALACIONES,0,0,,0,0,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,574.14,0,,,,,574.14,,,0,0,,,,,0,,,0,0,,,,,0,,,574.14,0,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0,,574.14,0,,0,0,,574.14,,,,,,
MANTENIMIENTO ACTIVO FIJO,0,0,,0,0,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,350.92,0,,,,,350.92,,,0,0,,,,,0,,,350.92,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0,,350.92,0,,0,0,,350.92,,,,,,
ARRENDAMIENTO,0,0,,2480658.154166667,0.4319044453738354,,-2480658.154166667,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,2480658.154166667,0.4319044453738354,,-2480658.154166667,,,,,,
ENERGIA ELECTRICA,0,0,,0,0,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,0,,,,,,
TRANSPORTE DE PERSONAL,0,0,,0,0,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,0,,,,,,
DEPRECIACIONES Y AMORT.,6548.42,0,,0,0,,6548.42,,,6548.42,0,,,,,6548.42,,,6548.42,0,,,,,6548.42,,,19645.260000000002,0,,6548.42,0,,,,,6548.42,,,6548.42,0,,,,,6548.42,,,6548.42,0,,,,,6548.42,,,19645.260000000002,0,,6548.42,0,,,,,6548.42,,,6548.42,0,,,,,6548.42,,,6548.42,0,,,,,6548.42,,,19645.260000000002,0,,6548.42,0,,,,,6548.42,,,,,,,,,,,,,,,,,,,,,6548.42,0,,65484.19999999999,0,,0,0,,65484.19999999999,,,,,,
COMBUSTIBLE,0,0,,0,0,,0,,,6096.15,0,,,,,6096.15,,,0,0,,,,,0,,,6096.15,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0,,6096.15,0,,0,0,,6096.15,,,,,,
DIVERSOS,10500,0.0010260863937420319,,0,0,,10500,,,7376.24,0,,,,,7376.24,,,6000,0,,,,,6000,,,23876.239999999998,0,,12000,0.0012060039944058294,,,,,12000,,,6000,0,,,,,6000,,,35428.24,0.0032782999353607976,,,,,35428.24,,,53428.24,0.0017354564813680069,,18000,0.001344147602174423,,,,,18000,,,0,0,,,,,0,,,0,0,,,,,0,,,18000,0,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0,,95304.48,0,,0,0,,95304.48,,,,,,
SEGUROS,0,0,,0,0,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,0,,,,,,
TELEFONO,0,0,,0,0,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,0,,,,,,
DERECHOS Y CONTRIB,0,0,,0,0,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,679,0,,,,,679,,,0,0,,,,,0,,,679,0,,10275.05,0,,,,,10275.05,,,0,0,,,,,0,,,0,0,,,,,0,,,10275.05,0,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0,,10954.05,0,,0,0,,10954.05,,,,,,
GASTOS DE VIAJE,0,0,,0,0,,0,,,0,0,,,,,0,,,31603.55,0.0030343862595549557,,,,,31603.55,,,31603.55,0.0010160013433912535,,44244.31,0.004446567882477481,,,,,44244.31,,,3120.38,0,,,,,3120.38,,,78.33,0,,,,,78.33,,,47443.02,0.001541044521673781,,9645.06,0,,,,,9645.06,,,8283.57,0,,,,,8283.57,,,0,0,,,,,0,,,17928.629999999997,0,,8993.3,0,,,,,8993.3,,,,,,,,,,,,,,,,,,,,,8993.3,0,,105968.50000000001,0,,0,0,,105968.50000000001,,,,,,
ARRENDAM MAQ Y EQUIPO,1660.31,0,,0,0,,1660.31,,,1660.31,0,,,,,1660.31,,,0,0,,,,,0,,,3320.62,0,,3320.62,0,,,,,3320.62,,,1660.31,0,,,,,1660.31,,,1660.31,0,,,,,1660.31,,,6641.24,0,,1660.31,0,,,,,1660.31,,,1660.31,0,,,,,1660.31,,,1660.31,0,,,,,1660.31,,,4980.93,0,,1660.31,0,,,,,1660.31,,,,,,,,,,,,,,,,,,,,,1660.31,0,,16603.1,0,,0,0,,16603.1,,,,,,
PAPELERIA,0,0,,0,0,,0,,,0,0,,,,,0,,,2241.2,0,,,,,2241.2,,,2241.2,0,,0,0,,,,,0,,,2716,0,,,,,2716,,,1914,0,,,,,1914,,,4630,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0,,6871.2,0,,0,0,,6871.2,,,,,,
MENSAJERIA Y PAQUETERIA,0,0,,0,0,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,0,,,,,,
EQUIPOS MENORES,0,0,,0,0,,0,,,0,0,,,,,0,,,6000,0,,,,,6000,,,6000,0,,2337.5,0,,,,,2337.5,,,0,0,,,,,0,,,3736.9,0,,,,,3736.9,,,6074.4,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,4500,0,,,,,4500,,,,,,,,,,,,,,,,,,,,,4500,0,,16574.4,0,,0,0,,16574.4,,,,,,
HONORARIOS,31255.05,0.0030543220514977995,,0,0,,31255.05,,,31255.05,0.0029887341731753745,,,,,31255.05,,,31255.05,0.003000925347364556,,,,,31255.05,,,93765.15,0.0030143929515286222,,38092.09,0.0038282677246055286,,,,,38092.09,,,53092.09,0.005293769778671981,,,,,53092.09,,,38092.09,0.003524795366203844,,,,,38092.09,,,129276.26999999999,0.004199152745038587,,38092.09,0.0028445217464062394,,,,,38092.09,,,38092.09,0.003770487645323437,,,,,38092.09,,,34309.66,0.0030790903837124876,,,,,34309.66,,,110493.84,0.003190063940049989,,144804.08,0.013009789838984192,,,,,144804.08,,,,,,,,,,,,,,,,,,,,,144804.08,0.013009789838984192,,478339.33999999997,0.004443081916020642,,0,0,,478339.33999999997,,,,,,
NO DEDUCIBLES,0,0,,0,0,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,992.6,0,,,,,992.6,,,7011.64,0,,,,,7011.64,,,1059.15,0,,,,,1059.15,,,9063.390000000001,0,,1312.86,0,,,,,1312.86,,,129.6,0,,,,,129.6,,,0,0,,,,,0,,,1442.4599999999998,0,,172.8,0,,,,,172.8,,,,,,,,,,,,,,,,,,,,,172.8,0,,10678.650000000001,0,,0,0,,10678.650000000001,,,,,,
COMEDOR,0,0,,0,0,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,0,,,,,,
CAPACITACION Y ADIESTRAMIENTO,0,0,,0,0,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,0,,,,,,
EQUIPO DE TRABAJO,0,0,,0,0,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,0,,,,,,
DONATIVOS,0,0,,0,0,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,0,,,,,,
RECLUTAMIENTO,0,0,,0,0,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,0,,,,,,
ARTICULOS DE LIMPIEZA,1458,0,,0,0,,1458,,,8351.5,0,,,,,8351.5,,,0,0,,,,,0,,,9809.5,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,660,0,,,,,660,,,0,0,,,,,0,,,660,0,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0,,10469.5,0,,0,0,,10469.5,,,,,,
ADMON PLANTA,1752580.8850000002,0.17126660952674944,,0,0,,1752580.8850000002,,,1744316.825,0.16679862306162588,,,,,1744316.825,,,1723434.7499999998,0.16547402822276389,,,,,1723434.7499999998,,,5220332.46,0.16782496878701814,,1743791.24,0.17525160007082452,,,,,1743791.24,,,1750890.26,0.1745798657419425,,,,,1750890.26,,,1760416.19,0.1628975157073877,,,,,1760416.19,,,5255097.69,0.17069612149553384,,2093263.525,0.15631417488044055,,,,,2093263.525,,,1771716.335,0.1753706491855716,,,,,1771716.335,,,1840761.69,0.1651975454838476,,,,,1840761.69,,,5705741.55,0.16473027247401242,,1930200.0299999998,0.17341705245805908,,,,,1930200.0299999998,,,,,,,,,,,,,,,,,,,,,1930200.0299999998,0.17341705245805908,,18111371.73,0.16822849696596248,,0,0,,18111371.73,,,,,,
GASTOS DE ADMON PLANTA,1837020.0750000002,0.17951821942747306,,2480658.154166667,0.4319044453738354,,-643638.0791666666,-0.2523862259463623,,1838666.625,0.17582073217654529,,,,,1838666.625,,,1839796.3899999997,0.17664638580775927,,,,,1839796.3899999997,,,5515483.09,0.1773135685355519,,1886672.35,0.18961119918625274,,,,,1886672.35,,,1868516.25,0.18630825901198278,,,,,1868516.25,,,1885947.73,0.1745133916150744,,,,,1885947.73,,,5641136.33,0.18323543141565268,,2216207.455,0.16549499647551835,,,,,2216207.455,,,1846593.415,0.18278224316893912,,,,,1846593.415,,,1883280.0799999998,0.16901332115110682,,,,,1883280.0799999998,,,5946080.95,0.17166910321166487,,2096878.9399999997,0.1883921663477434,,,,,2096878.9399999997,,,,,,,,,,,,,,,,,,,,,2096878.9399999997,0.1883921663477434,,19199579.31,0.17833637439785965,,2480658.154166667,0.4319044453738354,,16718921.155833334,-0.2535680709759757,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GASTOS DE VENTA:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LABOR INDIRECTA,30742.04,0.0030041894247498377,,0,0,,30742.04,,,28799.559999999998,0.002753930297485193,,,,,28799.559999999998,,,27569.440000000002,0.0026470548378148906,,,,,27569.440000000002,,,87111.04000000001,0.0028004744297463174,,25285.36,0.0025411870966657816,,,,,25285.36,,,36394.73,0.0036288893840292695,,,,,36394.73,,,75230.94,0.006961384074939428,,,,,75230.94,,,136911.03000000003,0.004447145075044016,,70750.47,0.005283281922400747,,,,,70750.47,,,76267.7,0.007549242390932981,,,,,76267.7,,,76724.9,0.006885608944574274,,,,,76724.9,,,223743.06999999998,0.006459678652159075,,78697.57,0.007070511041807299,,,,,78697.57,,,,,,,,,,,,,,,,,,,,,78697.57,0.007070511041807299,,526462.71,0.004890078550219641,,0,0,,526462.71,,,,,,
MANTENIMIENTO INSTALACIONES,0,0,,0,0,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,0,,,,,,
MANTENIMIENTO ACTIVO FIJO,0,0,,0,0,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,0,,,,,,
FLETES,0,0,,0,0,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,0,,,,,,
HONORARIOS,0,0,,0,0,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,0,,,,,,
GASTOS DE VIAJE,0,0,,0,0,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,0,,,,,,
COMBUSTIBLE ,0,0,,0,0,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,0,,,,,,
GASTOS EXPORTACION,0,0,,0,0,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,0,,,,,,
TELEFONO,0,0,,0,0,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,0,,,,,,
DEPRECIACIONES Y AMORT.,0,0,,0,0,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,0,,,,,,
SERVICIOS CALIDAD,0,0,,0,0,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,,,,0,,,0,0,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,0,,,,,,
