,,,,,,,,,,,,,,,HDA SAN JOSE,,,,,PUEBLA,,,,,,,,LEON,,,,,,,,MONTERREY 2,,,,,,,,MTY RESORTES,,MTY TELAS,,,,,,YUCATAN,,,,,,,,,,TECATE,,,,,,,,CD JUATREZ,,,,,,OCOTLAN,,,,,,CD JUAREZ II,,,,,,,,,,,,,,
,10101,,10102,,10103,,10106,,10112,,10120, ,TOTAL,,11108,,,,,10201,,10202,,10220,,TOTAL,,10301,,10302,,10320,,TOTAL,,10401,,10402,,10420,,TOTAL,,11211,,10710,,10720,,TOTAL,,10501,,10502,,10508,,10520,,TOTAL,,10601,,10602,,10620,,TOTAL,,10802,,10820,,TOTAL,,10902,,10920,,TOTAL,,11001,,11002,,11020,,TOTAL,,,TOTAL,,,,,
,ESPUMADO,%,CORTE GDL,%,POLIETILENO,%,CORRUGADO,%,ALM VALLARTA,%,ADMON,%,GUADALAJARA,%,COSTURA HSJ,%,,,,ESPUMADO,%,CORTE,%,ADMON,%,PUEBLA,%,ESPUMADO,%,CORTE,%,ADMON,%,LEON,%,ESPUMADO,%,CORTE,%,ADMON,%,MTY2,%,RESORTES,%,TELAS,%,ADMON,%,MTY TELAS,%,ESPUMADO,%,CORTE,%,COSTURA,%,ADMON,%,YUCATAN,%,ESPUMADO,%,CORTE,%,ADMON,%,TKT,%,CORTE,%,ADMON,%,JUÁREZ,%,CORTE,%,ADMON,%,OCOTLAN,%,ESPUMADO,%,CORTE,%,ADMON,%,JRZ II,%,,GENERAL,%,,,,
,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GASTOS EXPORTACION,0,,460,,0,,0,,17279,,0,,17739,,0,,,,GASTOS EXPORTACION,0,,0,,0,,0,,1106,,3292,,0,,4398,,2696,,118661.32,,0,,121357.32,,310,,0,,0,,0,,0,,0,,0,,0,,0,,14468,,21643.65,,0,,36111.65,,10654,,0,,10654,,0,,0,,0,,0,,906,,0,,906,,,191475.97,,,,,
EQ PROTECCION Y SEGURIDAD,0,,0,,0,,0,,0,,0,,0,,0,,,,EQ PROTECCION Y SEGURIDAD,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,,,
DIVERSOS,0,,2000,,0,,0,,0,,0,,2000,,0,,,,DIVERSOS,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,2000,,,,,
NO DEDUCIBLES,0,,0,,0,,0,,0,,0,,0,,0,,,,NO DEDUCIBLES,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,,,
EQUIPOS MENORES,0,,0,,0,,0,,0,,0,,0,,0,,,,EQUIPOS MENORES,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,,,
GASTOS DE VIAJE,0,,33397.42,,0,,0,,2281.79,,0,,35679.21,,0,,,,GASTOS DE VIAJE,0,,53604.28,,0,,53604.28,,0,,196803.35,,0,,196803.35,,0,,80654.01,,0,,80654.01,,0,,0,,0,,0,,0,,2563.72,,0,,0,,2563.72,,0,,174597.93,,0,,174597.93,,1433.47,,0,,1433.47,,0,,0,,0,,0,,0,,0,,0,,,545335.97,,,,,
TELEFONO,0,,0,,0,,0,,0,,0,,0,,0,,,,TELEFONO,0,,0,,0,,0,,400,,0,,0,,400,,0,,2432.75,,0,,2432.75,,602.59,,843.1,,0,,843.1,,0,,0,,0,,0,,0,,0,,559.48,,0,,559.48,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,4837.92,,,,,
ARRENDAM MAQ Y EQUIPO,0,,0,,0,,0,,0,,0,,0,,0,,,,ARRENDAM MAQ Y EQUIPO,0,,0,,0,,0,,0,,0,,0,,0,,0,,6957.48,,0,,6957.48,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,6957.48,,,,,
ARRENDAMIENTO,0,,0,,0,,0,,0,,0,,0,,0,,,,ARRENDAMIENTO,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,,,
FLETES,0,,242813.83,,0,,0,,271749.57,,0,,514563.4,,0,,,,FLETES,16000,,1339425,,0,,1355425,,0,,2994891.86,,0,,2994891.86,,0,,1807357.25,,0,,1807357.25,,208000,,8686.09,,0,,8686.09,,0,,112161.01,,7842.24,,0,,120003.25,,1089591.83,,19359.02,,0,,1108950.85,,104480.8,,0,,104480.8,,7900,,0,,7900,,0,,246900,,0,,246900,,,8477158.5,,,,,
SEGUROS,0,,0,,0,,0,,0,,0,,0,,0,,,,SEGUROS,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,,,
HONORARIOS,0,,400,,0,,0,,9837.64,,0,,10237.64,,0,,,,HONORARIOS,0,,0,,0,,0,,0,,2178,,0,,2178,,3833.91,,39732.03,,0,,43565.94,,900,,0,,0,,0,,0,,0,,0,,0,,0,,110131.41,,10585.11,,0,,120716.52,,14042.39,,0,,14042.39,,0,,0,,0,,0,,400,,0,,400,,,192040.49,,,,,
SERVICIOS CALIDAD,0,,12898.82,,0,,0,,0,,0,,12898.82,,1282.97,,,,,1907.08,,0,,0,,1907.08,,7911,,0,,0,,7911,,13781.97,,6125,,0,,19906.97,,785.42,,13396.36,,0,,13396.36,,0,,0,,5391.11,,0,,5391.11,,0,,0,,0,,0,,162,,0,,162,,41.67,,0,,41.67,,0,,13710.47,,0,,13710.47,,,77393.87,,,,,
MANTENIMIENTO INSTALACIONES,0,,,,,,0,,0,,0,,0,,0,,,,MANTENIMIENTO,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,,,
MANTENIMIENTO ACTIVO FIJO,0,,98900.76000000001,,12963.849999999999,,0,,8493.75,,0,,120358.36000000002,,0,,,,MANTENIMIENTO,0,,9657.24,,0,,9657.24,,0,,185003.77,,0,,185003.77,,0,,65629.3,,0,,65629.3,,0,,0,,0,,0,,0,,8484.48,,0,,0,,8484.48,,0,,161208.87,,0,,161208.87,,16187.66,,0,,16187.66,,14051.65,,0,,14051.65,,0,,0,,0,,0,,,580581.3300000001,,,,,
MANTENIMIENTO MAYORES VENTA,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,,MANTENIMIENTO,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,,0,0,0,,0,,0,0,0,,0,,0,,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,,,0,,,,,
GASTOS DE VENTA,0,0,0,0,0,0,0,0,0,0,0,0,2940043.3499999996,0.019654991200420028,1282.97,0.00014806193451597676,,,GASTOS DE VENTA,17907.08,0.0008410298030516187,1582582.96,0.07432811129238533,0,0,1600490.04,0.04688105871154603,28981.489999999998,0.006496091015696474,2104547.79,0.022797713072193315,0,0,4841263.609999999,0.029280742880354496,26174.96,0,2997427.44,0.04334006290021056,0,0,3023602.4,0.02391562116600688,210598.01,0.01474107964831716,73600.73,0.012612223989656328,0,0,73600.73,0.0005821556353512477,0,,237707.37999999998,0,13233.349999999999,0,0,0,250940.72999999998,0.017608120871473315,1214191.24,0,1146991.1199999999,0.0775306236775772,0,0,2361182.36,0.030843450350075935,372157.07999999996,0.017478851699811775,0,0,372157.07999999996,0.0204260938340027,262539.56,0.01233051923820403,0,0,262539.56,0.024688766678191882,0,0,0,0,0,0,340614.04,0.004449343858082515,,16278314.88,0.025933996601662172,16278314.88,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,
LABOR INDIRECTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5967312.72,,,,,
BENEFICIO LABOR INDIRECTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
COMBUSTIBLE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9204.5,,,,,
ENERGIA ELECTRICA,,,,,,,,,,,,,,,,,,,,973053.34,,3478679.37,,517534.18000000005,,,,5497072.040000001,,11797099.560000002,,3564745.2699999996,,,,5183543.28,,27988650.530000005,,4631057.1899999995,,,,5554311.659999999,,3049704.97,,0,,,,0,,1001506.29,,5035554.920000001,,1574111.0300000005,,,,5562078.25,,9383689.19,,3048772.0699999994,,,,6832743.34,,0,,,,2100253.65,,0,,,,2964404.990000001,,1254125.57,,3860400.0599999996,,,,,9477.59,,,,,
DEPRECIACIONES Y AMORT.,31196081.300000004,,35365148.270000085,,16941479.1,,9238714.98,,34608372.450000025,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417275.51,,,,,
TRANSPORTE DE PERSONAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
DERECHOS Y CONTRIB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888718.34,,,,,
DIVERSOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276098.11,,,,,
NO DEDUCIBLES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5349.75,,,,,
EQUIPOS MENORES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1731.88,,,,,
GASTOS DE VIAJE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115695.55,,,,,
TELEFONO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93904.17,,,,,
ARRENDAM MAQ Y EQUIPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112417.31,,,,,
ARRENDAMIENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3786964.3,,,,,
MENSAJERIA Y PAQUETERIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4204.22,,,,,
SEGUROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497597.25,,,,,
HONORARIOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1940153.11,,,,,
PAPELERIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1661.03,,,,,
CAPACITACION Y ADIESTRAMIENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27445.4,,,,,
RECLUTAMIENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
COMEDOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148737,,,,,
MANTENIMIENTO INSTALACIONES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79142.83,,,,,
MANTENIMIENTO ACTIVO FIJO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70939.5,,,,,
MANTENIMIENTO MAYORES CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
GASTOS DE ADMON CORPORATIVO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14454030.069999998,0.023027614926914526,11433573.74,3020456.329999998,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTILIDAD DE OPERACIÓN,9096321.600000093,0.21607141070694155,2709234.0699999267,0.06598127307948151,-147303.17999998364,-0.00853978672340098,-1175554.1699999985,-0.13566554521035035,4034944.0099999784,0.09960596102764419,-5067506.78,0,6510092.199999986,0.04352174089709351,-2215419.86,,,,,2373297.7299999585,,3194263.3700000355,,-517534.18000000005,,5050026.919999995,0.1479238249626394,10957190.449999403,,12362001.55000053,,-3564745.2699999996,,17046712.399999987,0.10310126507235379,14132047.68999824,,4148574.3900017194,,-4631057.1899999995,,13649564.889999956,0.10796321070193202,-2999098.3400000026,-0.20992576094653417,-1127780.34,-0.19325648345078605,,,-1127780.34,-0.008920341963583055,,,941326.3000000006,0.06588934987256385,-1216000.4699999841,-0.08511552307954318,,,-1848785.1999999858,-0.12972638306659393,10423862.68000002,,-3170028.5000000345,,-3048772.0699999994,,4205062.109999999,0.054929524549205314,-529567.0500000044,,,,-529567.0500000044,-0.02906564683572885,979558.4799999986,,,,979558.4799999986,0.09211598724536697,-616827.2399999851,,1101458.329999999,,,,-3716383.009999981,-0.048546049128878034,,16699218.429999696,0.02660456424430748,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTROS INGRESOS 16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3850734.7,0.016201765481584893,,,-3461215.42,
OTROS INGRESOS 0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,admon de planta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389519.28,0.0016388820619389335,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTILIDAD DE OPERACIÓN 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20939472.4099997,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 VTA. ACTIVOS FIJO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-45977.46,-0.00019344776578842217,,,109754.45999999999,
 ACTUALIZACION DE IMPUESTOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63777,0.00026833840231035383,,Otros ingresos,,
SUBARRENDAMIENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2544274.15,,,,,
OTROS GASTOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7442841.17,,,,,
INTERESES A FAVOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6503042.48,,,,,
UTILIDAD CAMBIARIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4130313.45,,,,,
PERDIDAS CAMBIARIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1079928.68,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTILIDAD ANTES DE IMPUESTOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27771989.539999697,0.04424528507165414,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROVISION ISR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTILIDAD (PERDIDA) NETA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27771989.539999697,0.04424528507165414,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEGÚN JDE,,,,,,,,,,27771989.53,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diferencia,,,,,,,,Dif,,0.009999696165323257,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,, ,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,, ,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,,,,,,, ,,,,,, ,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRADICIONAL,7712455.380000001,,31612266.050000004,,148851.62,,168108.33,,5572.55,,,,39647253.93,,0,,,,VENTAS,,,21371159.279999997,,,,21371159.279999997,1.0094058681294145,5734028.26,,35419797.619999975,,,,41153825.87999997,0.441362623092138,19785326.46,,22825361.81,,0,,42610688.269999996,,373787.1,,15631,,0,,15631,,0,,4112767.6300000004,,570417.74,,0,,4683185.37,0.32879354330308225,54606359.35999999,,9102887.700000001,,0,,63709247.059999995,0.9734582426720043,17107096.89,,,,17107096.89,0.9389346194959285,10346667.180000007,,0,,10346667.180000007,0.9729827074591187,0,,429093.58,,0,,429093.58,0.0065564215809245695,,241447635.54,,241447635.53999996,0,,
AUTOMOTRIZ,0,,0,,0,,0,,0,,,,0,,0,,,,,,,0,,,,0,0,107776.70000000001,,54412801.45999999,,,,54520578.16,0.584717091902065,156478.67,,848632.2100000001,,0,,1005110.8800000001,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,,0,,0,,0,0,472696.08,,,,472696.08,0.025944245061911085,0,,0,,0,0,0,,1205478,,0,,1205478,0.018419343338881435,,57203863.12,,57203863.12,0,,
EMPAQUE,0,,400919.62000000005,,66196.54000000001,,50175.65,,33009175.459999997,,,,33526467.269999996,,0,,,,,,,0,,,,0,0,0,,0,,,,0,0,0,,651937.26,,0,,651937.26,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,195839.51,,2144175.7399999998,,0,,2340015.25,0.03575473323276615,525166.39,,,,525166.39,0.028824113625903498,0,,0,,0,0,0,,3439393.07,,0,,3439393.07,0.05255289755076365,,40482979.239999995,,40482979.239999995,0,,
PROD HOGAR,0,,943366.91,,0,,0,,2143477.4299999997,,,,3086844.34,,0,,,,,,,0,,,,0,0,0,,979940.19,,,,979940.19,0.010509569000776662,0,,44380906,,0,,44380906,,12913659.99,,499943.29999999993,,0,,499943.29999999993,,0,,0,,0,,0,,0,0,0,,2900826.16,,0,,2900826.16,0.044323756225703836,0,,,,0,0,170815.05000000002,,0,,170815.05000000002,0.01606315221436983,0,,0,,0,,0,0,,64932935.03,,64932935.029999994,0,,
"REB, DEV, DCTOS S/VTAS",-227055.6,,-1310802.24,,-5435.82,,-499.5,,-178496.72,,,,-1722289.8800000001,,0,,,,"REB, DEV, DCTOS S/VTAS",0,,-235141.21,,0,,-235141.21,-0.011106225642853894,0,,-6481832.19,,0,,-6481832.19,-0.06951573509017965,-349042.38,,-1586046.98,,0,,-1935089.3599999999,,,,0,,0,,0,,0,,-103389.65,,0,,0,,-103389.65,-0.0072587025023879235,-4265992.15,,-432856.97,,0,,-4698849.12,-0.07179700935137837,-340809.87,,0,,-340809.87,-0.018705580944944705,-500152.84,,0,,-500152.84,-0.047033509046008296,0,,,,0,,0,0,,-16017554.12,,-16017554.12,0,,
(+) OTROS INGRESOS,928749.79,,534230.89,,301169.5,,,,936543.99,,,,2700694.17,,0,,,,(+) OTROS INGRESOS,,,36000,,,,36000,0.001700357513439436,0,,698320.31,,0,,698320.31,0.007489278996291345,38.47,0,249860.08,,0,,249898.55,,0,,37500,,0,,37500,,0,,48020,,,,0,,48020,0.003371351911575947,17850.05,,15155.06,,0,,33005.11,0.000504308210541834,24.85,,,,24.85,1.3639091100321595e-06,,,0,,0,0,,,47271.71,,0,,47271.71,0.0007222975920805148,,3850734.6999999997,,3850734.7,0,,
(+) TRANSFERENCIAS ENVIADAS,11761751.52000001,,3697439.480000001,,0,,48622.98999999999,,828948.76,,,,16336762.750000011,,0,,,,TRANSFERENCIAS ENVIADAS,0,,0,,,,0,0,627296.31,,1744533.3300000008,,,,2371829.6400000006,0.025437172098908688,1753453.2599999993,,1649564.0200000003,,,,3403017.2799999993,,999024.1199999999,,5282591.959999998,,,,5282591.959999998,,0,,31250.92000000001,,9584477.569999998,,0,,9615728.489999998,0.6750938072877298,564864.9099999997,,597197.69,,0,,1162062.5999999996,0.01775596901036206,455514.79999999993,,,,455514.79999999993,0.02500123885209163,616638.8200000001,,,,616638.8200000001,0.05798764937251957,9317700.790000007,,0,,0,,9317700.790000007,0.1423716815901882,,49560871.250000015,,,,,
VENTAS NETAS,20175901.09000001,,35877420.71000001,,510781.83999999997,,266407.47,1,36745221.47,1,0,,93575732.58000001,1,0,1,,,VENTAS NETAS,0,1,21172018.069999997,1,0,,21172018.069999997,1,6469101.27,1,86773560.71999997,1,0,,93242661.98999996,1,21346254.48,1,69020214.39999999,1,0,,90366468.88,1,14286471.209999999,1,5835666.259999998,1,0,,5835666.259999998,1,0,1,4088648.9000000004,1,10154895.309999999,1,0,,14243544.209999997,1,51118921.679999985,1,14327385.38,1,0,,65446307.06,1,18219689.14,1,0,,18219689.14,1,10633968.210000008,1,0,,10633968.210000008,1,9317700.790000007,1,5121236.36,1,0,,14438937.150000006,1,,437610730.05999994,1,388049858.80999994,388049858.81,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
